"","siteIDScheme","media","NSamples","minValue","meanValue","maxValue","sd","pH","TSS","TDS","Cu","Zn","conductivity"
"987","ksm001MonitoringSite","river",1,2.463944,2.463944,2.463944,NA,1,4,926,1,2,1
"988","ksm001MonitoringSite","vendor",1,57.6,57.6,57.6,0,6,13,1046,0,1,5
"989","ksm001MonitoringSite","vendor",2,69,71.666,74.333,3.771,0,21,967,3,1,2
"990","ksm001MonitoringSite","borehole",2,57.8,57.9,58,0.141,5,29,1053,3,1,1
"991","ksm001MonitoringSite","borehole",2,0.004,0.004,0.005,0,-2,15,1039,2,0,0
"992","ksm001MonitoringSite","borehole",1,103.333,103.333,103.333,NA,-6,9,1024,0,1,2
"993","ksm001MonitoringSite","borehole",1,0.10948,0.10948,0.10948,NA,-5,9,1005,3,0,3
"994","ksm001MonitoringSite","river",4,5.022,7.349,10.35,2.312,-6,5,936,3,2,2
"995","ksm001MonitoringSite","borehole",2,3.5,4.6,5.7,1.55563491861041,2,7,1028,0,0,0
"996","ksm001MonitoringSite","borehole",2,0.003864,0.005152,0.00644,0.001,-4,7,994,2,3,0
"997","ksm001MonitoringSite","Tap",7,0.009016,0.060536,0.171304,0.054,-4,4,1102,1,0,1
"998","ksm001MonitoringSite","Tap",4,0.055384,0.130088,0.27048,0.075,3,9,912,1,1,4
"999","ksm002MonitoringSite","Tap",6,10.1,10.7,11.1,0.4,-2,26,1073,1,0,4
"1000","ksm001MonitoringSite","river",1,55.25,55.25,55.25,0,-2,15,1033,3,3,5
"1001","ksm001MonitoringSite","vendor",2,8.883,10.425,11.966,2.18,2,10,1055,0,3,4
"1002","ksm001MonitoringSite","river",2,66,78,90,16.97,7,17,1053,1,1,1
"1003","ksm002MonitoringSite","Tap",4,6.06,7.798,10.475,2,7,18,1099,1,2,0
"1004","ksm001MonitoringSite","river",2,0.003864,0.007728,0.010304,0.003,5,28,1039,2,1,3
"1005","ksm001MonitoringSite","vendor",2,0.007,0.008,0.01,0.002,-1,26,1075,1,3,2
"1006","ksm001MonitoringSite","vendor",2,5.9,8.116,10.333,3.134,-4,30,925,2,2,2
"1007","ksm001MonitoringSite","river",4,4.978,6.4445,8.16,1.4468,-4,1,1078,1,2,3
"1008","ksm001MonitoringSite","borehole",2,9.9,10.05,10.2,0.212,-6,28,913,2,2,4
"1009","ksm001MonitoringSite","Tap",2,6.04,7.41,8.78,1.9375,-1,4,1027,3,0,0
"1010","ksm001MonitoringSite","Tap",1,92,92,92,NA,1,22,1033,0,3,5
"1011","ksm001MonitoringSite","river",1,0.0157,0.0157,0.0157,0,0,11,1057,2,0,5
"1012","ksm001MonitoringSite","river",12,2.6,7.0417,12.5,2.7985,-3,24,985,2,1,1
"1013","ksm001MonitoringSite","Tap",4,0.08,0.1075,0.125,0.0194,-3,11,1063,2,1,3
"1014","ksm001MonitoringSite","borehole",1,0.0258,0.0258,0.0258,0,4,15,909,0,2,1
"1015","ksm002MonitoringSite","Tap",3,0.054,0.1047,0.155,0.0505,6,30,907,0,3,5
"1016","ksm001MonitoringSite","borehole",2,0.016744,0.041216,0.066976,0.028,2,23,992,1,1,5
"1017","ksm001MonitoringSite","borehole",1,7.55,7.55,7.55,0,6,10,1046,3,3,1
"1018","ksm001MonitoringSite","Tap",2,80.8,84.4,88,5.091,3,5,903,3,1,2
"1019","ksm001MonitoringSite","Tap",2,33,49.5,66,23.334,5,3,946,2,3,3
"1020","ksm001MonitoringSite","river",12,88,92.25,96,2.701,-1,15,917,2,3,2
"1021","ksm001MonitoringSite","river",1,68.1111,68.1111,68.1111,NA,-7,4,900,3,3,4
"1022","ksm002MonitoringSite","Tap",2,0.01288,0.014168,0.015456,0.001,7,17,1090,2,3,0
"1023","ksm001MonitoringSite","vendor",6,80.5455,86.4838,100.571,7.6463,-6,12,1018,1,0,0
"1024","ksm001MonitoringSite","vendor",1,9,9,9,NA,-1,30,959,0,0,1
"1025","ksm001MonitoringSite","vendor",2,0.003,0.004,0.005,0.001,5,11,1096,0,3,4
"1026","ksm001MonitoringSite","Tap",1,7.67,7.67,7.67,0,-1,20,960,3,3,3
"1027","ksm001MonitoringSite","vendor",2,0.009,0.01,0.011,0.001,-6,11,1011,0,3,4
"1028","ksm002MonitoringSite","Tap",2,4.025,5.125,6.225,1.555,-2,12,953,3,3,5
"1029","ksm001MonitoringSite","vendor",3,0.1,0.55,1.125,0.523,2,1,1080,1,2,2
"1030","ksm001MonitoringSite","vendor",1,0.0073,0.0073,0.0073,0,7,20,918,2,0,2
"1031","ksm001MonitoringSite","borehole",1,75.25,75.25,75.25,NA,3,6,993,1,3,3
"1032","ksm001MonitoringSite","borehole",6,41.111,72.942,90.5,18.425,2,29,962,2,1,5
"1033","ksm001MonitoringSite","vendor",2,0.00644,0.037352,0.069552,0.035,-1,9,914,0,0,4
"1034","ksm001MonitoringSite","borehole",3,75.166,80.722,89.666,7.821,3,4,961,3,3,2
"1035","ksm001MonitoringSite","Tap",6,4.2,5.588,6.772,0.845,2,13,924,1,2,1
"1036","ksm001MonitoringSite","borehole",5,0.003864,0.05152,0.137816,0.039,-6,5,922,1,0,3
"1037","ksm001MonitoringSite","vendor",3,9,9.566,10.7,0.981,1,18,962,0,3,5
"1038","ksm001MonitoringSite","vendor",2,0.004,0.006,0.008,0.003,1,29,945,1,2,3
"1039","ksm001MonitoringSite","vendor",2,0.008,0.009,0.009,0.001,-5,13,1085,2,0,4
"1040","ksm001MonitoringSite","borehole",2,7.087,8.362,9.637,1.803,-3,21,1033,1,1,5
"1041","ksm001MonitoringSite","borehole",2,63.916,69.013,74.111,7.208,0,21,1043,2,2,3
"1042","ksm001MonitoringSite","borehole",2,4.95,7.9875,11.025,4.2957,-7,24,973,2,3,2
"1043","ksm001MonitoringSite","vendor",5,36,63.933,100.333,24.061,-6,30,976,2,3,2
"1044","ksm001MonitoringSite","vendor",2,0.015,0.02,0.025,0.007,2,5,1041,3,1,0
"1045","ksm001MonitoringSite","vendor",2,0.017,0.019,0.021,0.002,-1,7,923,1,0,5
"1046","ksm001MonitoringSite","vendor",2,61.571,62.428,63.285,1.212,7,22,1061,1,0,5
"1047","ksm001MonitoringSite","vendor",4,5.7,6.983,7.866,1.071,-2,7,995,0,0,2
"1048","ksm001MonitoringSite","vendor",10,5.96,8.75,12.175,1.82196,7,24,1090,2,3,5
"1049","ksm001MonitoringSite","river",5,0.014168,0.027048,0.033488,0.005,3,4,933,1,0,4
"1050","ksm001MonitoringSite","Tap",5,11.6,13.4,14.4,1.0932,7,24,1034,0,2,2
"1051","ksm001MonitoringSite","Tap",8,0.034,0.117,0.362,0.107,4,14,920,2,1,4
"1052","ksm001MonitoringSite","vendor",2,0.002576,0.009016,0.015456,0.007,-7,18,1106,1,1,1
"1053","ksm001MonitoringSite","Tap",11,0.016744,0.065688,0.16744,0.032,-3,30,1027,1,2,1
"1054","ksm001MonitoringSite","river",5,0.021,0.023,0.024,0.001,-6,15,1049,2,0,2
"1055","ksm001MonitoringSite","vendor",1,0.0363216,0.0363216,0.0363216,NA,-1,4,996,0,3,5
"1056","ksm001MonitoringSite","river",11,0.06,0.108,0.188,0.046,-7,16,1105,0,1,5
"1057","ksm001MonitoringSite","river",2,63.555,69.611,75.666,8.563,5,25,1104,1,3,2
"1058","ksm001MonitoringSite","borehole",3,61.166,83.233,98.2,19.51,6,23,1022,1,2,5
"1059","ksm001MonitoringSite","river",12,85,88.9167,94,3.0588,-4,23,996,1,2,5
"1060","ksm002MonitoringSite","vendor",2,0.007728,0.054096,0.101752,0.051,2,5,1068,3,0,4
"1061","ksm001MonitoringSite","borehole",2,8.06,9.0522,10.0444,1.4032,-6,14,1000,3,3,1
"1062","ksm002MonitoringSite","borehole",1,17,17,17,NA,0,29,1084,2,2,2
"1063","ksm001MonitoringSite","Tap",1,59.875,59.875,59.875,NA,-4,25,962,1,2,0
"1064","ksm001MonitoringSite","river",3,52.375,76.5,106.5,27.536,-6,23,928,3,2,1
"1065","ksm001MonitoringSite","borehole",2,28.5,47.375,66.25,26.6933,-5,2,1010,2,2,5
"1066","ksm001MonitoringSite","river",12,60.25,72.448,84.25,7.46,3,19,1032,1,3,2
"1067","ksm001MonitoringSite","Tap",2,7.611,8.885,10.16,1.802,-5,4,1011,2,2,2
"1068","ksm001MonitoringSite","river",1,8.65,8.65,8.65,NA,-1,22,1101,1,0,4
"1069","ksm001MonitoringSite","river",5,63.5,76.478,91,12.184,4,27,1101,2,2,0
"1070","ksm001MonitoringSite","river",2,7.117,8.101,9.085,1.391,-2,25,982,3,1,5
"1071","ksm001MonitoringSite","river",1,11.4,11.4,11.4,NA,6,21,909,1,3,4
"1072","ksm001MonitoringSite","river",3,58.75,72.194,92.333,17.764,7,18,1059,1,3,1
"1073","ksm001MonitoringSite","Tap",4,4.514,6.297,8.46,1.894,6,1,987,2,2,5
"1074","ksm001MonitoringSite","vendor",2,0.005152,0.005152,0.005152,0,-4,21,1096,3,0,5
"1075","ksm001MonitoringSite","borehole",5,84.8333,90.1,95.5,4.9225,2,8,1022,2,0,3
"1076","ksm001MonitoringSite","vendor",2,0.012,0.015,0.018,0.004,3,5,926,2,3,4
"1077","ksm001MonitoringSite","Tap",2,0.006,0.009,0.011,0.003,7,5,955,3,3,0
"1078","ksm001MonitoringSite","borehole",3,9.45,10.083,11,0.812,0,16,1015,3,2,3
"1079","ksm001MonitoringSite","borehole",2,65.8,73.614,81.428,11.051,2,13,939,3,2,0
"1080","ksm001MonitoringSite","river",7,0.055,0.071,0.091,0.013,5,21,1034,0,1,4
"1081","ksm001MonitoringSite","river",4,0.012,0.015,0.02,0.003,7,14,1040,3,3,5
"1082","ksm001MonitoringSite","Tap",5,6.2,7.9125,9.5875,1.2417,7,23,1107,3,3,2
"1083","ksm001MonitoringSite","borehole",4,0.014,0.015,0.016,0.001,-3,23,938,2,3,0
"1084","ksm002MonitoringSite","river",4,7.66,8.48,9.86,0.88,3,5,1071,0,2,1
"1085","ksm001MonitoringSite","Tap",2,75,75.777,76.555,1.099,7,4,1062,3,2,4
"1086","ksm001MonitoringSite","vendor",2,7.942,9.658,11.375,2.426,0,3,1068,1,3,3
"1087","ksm001MonitoringSite","river",2,6,6.85,7.7,1.202,-3,23,1072,3,0,1
"1088","ksm001MonitoringSite","borehole",2,7.933,8.466,9,0.754,-2,11,1062,1,1,4
"1089","ksm001MonitoringSite","river",2,8.054,9.45,10.845,1.973,4,29,1036,0,1,0
"1090","ksm001MonitoringSite","vendor",6,75.666,86.555,96.833,6.917,5,2,1095,0,3,4
"1091","ksm001MonitoringSite","borehole",5,7.19,9.48,11.709,1.645,-6,11,986,0,3,3
"1092","ksm001MonitoringSite","Tap",6,0.007,0.014,0.022,0.005,2,28,912,3,0,5
"1093","ksm001MonitoringSite","vendor",2,7.88,8.2,8.52,0.452,-4,11,954,0,2,1
"1094","ksm001MonitoringSite","borehole",1,7.6,7.6,7.6,0,2,3,940,3,0,1
"1095","ksm001MonitoringSite","river",2,0.003,0.003,0.004,0,5,3,919,1,2,3
"1096","ksm001MonitoringSite","vendor",2,6.92,9.39,11.86,3.493,-5,28,975,3,2,4
"1097","ksm001MonitoringSite","borehole",4,0.017,0.02,0.022,0.002,-5,26,908,2,1,5
"1098","ksm001MonitoringSite","vendor",4,0.00644,0.020608,0.046368,0.014,-1,28,952,3,0,0
"1099","ksm001MonitoringSite","Tap",1,0.014,0.014,0.014,NA,-4,1,900,3,3,2
"1100","ksm001MonitoringSite","river",3,0.01288,0.020608,0.033488,0.009,-6,13,1096,2,3,1
"1101","ksm001MonitoringSite","vendor",2,5.7143,6.3357,6.9571,0.8788,-2,4,1067,3,2,0
"1102","ksm001MonitoringSite","Tap",5,3.6,5.925,7.333,1.424,3,12,1077,0,1,2
"1103","ksm001MonitoringSite","river",2,0.022,0.027,0.032,0.007,2,6,1085,3,1,3
"1104","ksm001MonitoringSite","vendor",2,0.011,0.012,0.013,0.001,-7,17,941,3,3,4
"1105","ksm001MonitoringSite","river",2,0.008,0.009,0.009,0,1,10,961,1,2,4
"1106","ksm002MonitoringSite","vendor",2,62.1,62.7,63.3,0.848,3,14,1011,1,2,4
"1107","ksm001MonitoringSite","Tap",2,0.002576,0.01932,0.037352,0.018,7,26,1011,2,0,3
"1108","ksm001MonitoringSite","Tap",11,9.161,11.055,13.827,1.732,4,29,913,2,0,4
"1109","ksm002MonitoringSite","river",8,0.013,0.025,0.038,0.008,4,11,1093,0,0,2
"1110","ksm001MonitoringSite","Tap",3,82.625,84.16,87,2.461,4,5,998,3,0,0
"1111","ksm001MonitoringSite","river",4,7.49,8.736,9.854,0.978,-1,13,937,0,2,5
"1112","ksm001MonitoringSite","vendor",8,0.023,0.053,0.176,0.05,3,13,990,3,2,2
"1113","ksm001MonitoringSite","river",2,8.775,8.945,9.116,0.241,6,4,1089,3,0,5
"1114","ksm001MonitoringSite","river",3,0.02,0.022,0.024,0.002,-4,16,1048,2,3,0
"1115","ksm001MonitoringSite","Tap",2,69,74.454,79.909,7.713,3,5,1049,2,0,2
"1116","ksm001MonitoringSite","vendor",4,0.002,0.003,0.006,0.001,3,6,1070,2,2,5
"1117","ksm001MonitoringSite","river",1,0.0135,0.0135,0.0135,0,7,24,912,3,2,3
"1118","ksm001MonitoringSite","river",6,9.5,51.962,90.75,26.326,-1,16,998,0,2,1
"1119","ksm001MonitoringSite","vendor",2,58.6,75.1,91.6,23.334,-4,16,901,3,2,4
"1120","ksm001MonitoringSite","river",4,0.021,0.021,0.023,0.001,5,13,919,0,2,0
"1121","ksm001MonitoringSite","vendor",2,0.011,0.011,0.012,0,-3,27,919,1,0,3
"1122","ksm001MonitoringSite","borehole",5,10.678,11.213,12.063,0.58,0,17,1017,2,2,3
"1123","ksm001MonitoringSite","borehole",2,0.0028,0.0033,0.0037,6e-04,-5,27,955,0,1,1
"1124","ksm001MonitoringSite","Tap",2,31,53.75,76.5,32.1734,-1,8,1073,2,0,5
"1125","ksm001MonitoringSite","borehole",3,0.0063,0.0066,0.007,4e-04,-4,29,1090,1,0,2
"1126","ksm001MonitoringSite","river",5,0.006,0.008,0.013,0.003,-4,22,972,0,0,0
"1127","ksm001MonitoringSite","river",2,0.0047,0.0048,0.005,2e-04,5,13,930,3,1,1
"1128","ksm001MonitoringSite","river",1,0.01932,0.01932,0.01932,NA,7,27,965,1,1,4
"1129","ksm001MonitoringSite","borehole",13,44,76.7692,90,13.1476,-5,30,1084,0,1,4
"1130","ksm001MonitoringSite","Tap",3,72.571,79.555,88.666,8.255,1,7,1040,0,1,1
"1131","ksm001MonitoringSite","vendor",3,0.010304,0.039928,0.063112,0.02,-5,3,1062,2,3,3
"1132","ksm001MonitoringSite","borehole",2,0.009,0.009,0.009,0,3,3,986,0,3,1
"1133","ksm001MonitoringSite","vendor",13,3.6,10.2308,13.6,2.8503,-3,10,1065,0,3,1
"1134","ksm001MonitoringSite","Tap",6,8.4,11.05,13.3,1.679,-1,20,1095,1,1,3
"1135","ksm001MonitoringSite","river",1,0.008,0.008,0.008,NA,-5,20,1075,0,3,3
"1136","ksm001MonitoringSite","river",1,9.5333,9.5333,9.5333,NA,0,2,969,1,2,0
"1137","ksm001MonitoringSite","borehole",2,0.03,0.035,0.04,0.006,-7,2,901,3,0,1
"1138","ksm001MonitoringSite","vendor",1,0.117208,0.117208,0.117208,NA,-2,11,1030,2,0,1
"1139","ksm001MonitoringSite","vendor",2,0.022,0.027,0.033,0.007,7,26,1015,3,1,2
"1140","ksm001MonitoringSite","river",3,65.5,81,93.5,14.239,-4,7,973,3,3,3
"1141","ksm001MonitoringSite","river",2,0.013,0.018,0.023,0.007,6,1,971,1,0,4
"1142","ksm001MonitoringSite","Tap",12,6.8,12.1,17.1,2.9,-7,2,1002,0,0,0
"1143","ksm001MonitoringSite","Tap",1,10.05,10.05,10.05,NA,4,11,998,1,3,4
"1144","ksm001MonitoringSite","river",7,1.933,5.423,7.4,2,1,3,1007,2,2,1
"1145","ksm001MonitoringSite","river",4,9.666,10.441,11.033,0.573,6,27,955,3,2,1
"1146","ksm001MonitoringSite","borehole",5,0.07728,0.114632,0.151984,0.025,-2,23,1104,0,3,1
"1147","ksm001MonitoringSite","Tap",1,1,1,1,0,-5,29,928,1,0,0
"1148","ksm001MonitoringSite","borehole",2,0.009016,0.034776,0.060536,0.02804,-5,5,910,3,1,5
"1149","ksm001MonitoringSite","borehole",2,7.187,7.568,7.95,0.539,-3,22,914,3,2,3
"1150","ksm001MonitoringSite","vendor",2,0.022,0.028,0.035,0.009,6,17,1068,1,3,4
"1151","ksm001MonitoringSite","vendor",2,0.007728,0.009016,0.010304,0.001,-5,10,957,0,2,1
"1152","ksm001MonitoringSite","vendor",6,8.057,9.397,10.914,1.10849,-5,4,1027,2,2,1
"1153","ksm001MonitoringSite","vendor",1,0.026,0.026,0.026,0,-1,16,911,3,3,0
"1154","ksm002MonitoringSite","borehole",2,0.007728,0.007728,0.009016,0,-2,19,922,0,0,2
"1155","ksm001MonitoringSite","borehole",1,0.010304,0.010304,0.010304,NA,7,16,963,2,2,5
"1156","ksm001MonitoringSite","river",2,8.5,9.025,9.55,0.742,5,6,961,0,0,0
"1157","ksm001MonitoringSite","borehole",2,8.388,9.651,10.914,1.785,-1,6,1075,0,3,5
"1158","ksm001MonitoringSite","Tap",1,77.4,77.4,77.4,NA,2,27,1006,1,0,2
"1159","ksm001MonitoringSite","vendor",3,0.054,0.108,0.195,0.076,-5,26,1070,0,1,4
"1160","ksm002MonitoringSite","river",2,7.3,7.5,7.7,0.2828,-5,24,1092,1,2,1
"1161","ksm001MonitoringSite","vendor",4,0.009016,0.146832,0.298816,0.111,7,28,1091,0,0,4
"1162","ksm001MonitoringSite","Tap",2,7.887,7.998,8.11,0.157,4,11,1031,0,0,1
"1163","ksm001MonitoringSite","river",3,0.048,0.0517,0.0555,0.0038,0,17,1029,1,1,5
"1164","ksm001MonitoringSite","river",4,84,86.5,89,2.3805,5,23,900,2,1,5
"1165","ksm001MonitoringSite","river",2,4.675,7.3625,10.05,3.8007,6,26,990,2,1,1
"1166","ksm001MonitoringSite","river",2,77,77,77,0,-2,23,905,1,1,1
"1167","ksm001MonitoringSite","borehole",3,62.222,66,71,4.514,4,10,940,2,1,1
"1168","ksm001MonitoringSite","vendor",2,10.06,10.36,10.66,0.424,1,21,958,3,1,0
"1169","ksm001MonitoringSite","vendor",4,91,92.25,93,0.9574,-2,2,913,0,1,4
"1170","ksm001MonitoringSite","borehole",5,83,89.9,97,5.1648,7,1,954,2,3,0
"1171","ksm001MonitoringSite","river",2,0.0053,0.0058,0.0062,6e-04,0,24,1048,1,2,2
"1172","ksm001MonitoringSite","Tap",4,9.2,10.609,11.4,1.009,-7,7,1024,3,1,2
"1173","ksm001MonitoringSite","vendor",4,80,81,83,1.4142,7,15,1070,2,1,5
"1174","ksm001MonitoringSite","borehole",1,0.01288,0.01288,0.01288,NA,-3,22,1062,2,0,1
"1175","ksm001MonitoringSite","river",2,71.555,71.833,72.111,0.392,-6,24,1030,1,2,1
"1176","ksm001MonitoringSite","vendor",6,8.45,9.301,10.1,0.844,-4,24,917,1,1,0
"1177","ksm001MonitoringSite","borehole",4,0.0333,0.045,0.059,0.0108,-5,18,1102,1,1,5
"1178","ksm002MonitoringSite","borehole",6,10.08,11.1867,13.09,1.155,-4,10,1022,1,3,3
"1179","ksm001MonitoringSite","Tap",2,0.002576,0.003864,0.005152,0.001,-4,21,943,0,1,3
"1180","ksm001MonitoringSite","river",2,7.812,8.187,8.562,0.53,3,30,899,1,2,4
"1181","ksm001MonitoringSite","borehole",4,52,76.875,96.5,18.781,1,10,1053,1,1,4
"1182","ksm002MonitoringSite","river",2,0.028336,0.037352,0.046368,0.01,-3,25,963,1,0,0
"1183","ksm001MonitoringSite","Tap",2,83.5556,87.1667,90.7778,5.1069,-7,16,1078,0,3,2
"1184","ksm001MonitoringSite","borehole",6,0.016,0.021,0.031,0.005,-4,15,1063,1,3,1
"1185","ksm001MonitoringSite","river",6,1.85,5.716,12.65,4.233,-1,28,911,3,0,2
"1186","ksm001MonitoringSite","river",3,79.333,85.777,89,5.581,2,17,1077,3,1,4
"1187","ksm001MonitoringSite","Tap",6,4.85,7.42,10.433,2.233,-6,10,1021,0,3,2
"1188","ksm001MonitoringSite","river",12,7.3,10.3167,12.8,1.9244,6,15,1092,1,2,3
"1189","ksm001MonitoringSite","river",2,8.65,10.175,11.7,2.156,4,13,1032,3,3,0
"1190","ksm001MonitoringSite","Tap",3,0.006,0.007,0.007,0,1,9,1019,1,0,5
"1191","ksm001MonitoringSite","vendor",1,9.3625,9.3625,9.3625,0,-7,20,990,0,3,4
"1192","ksm001MonitoringSite","river",1,8.5,8.5,8.5,NA,5,15,1095,0,2,4
"1193","ksm001MonitoringSite","river",2,7.23,8.148,9.066,1.298,2,1,1028,3,3,4
"1194","ksm001MonitoringSite","river",5,0.029624,0.0722568,0.1219736,0.0258,1,14,1091,0,2,4
"1195","ksm001MonitoringSite","borehole",3,81.2,85.5333,91.4,5.27,6,21,939,0,1,5
"1196","ksm001MonitoringSite","Tap",5,0.029,0.048,0.079,0.019,2,6,1004,0,3,5
"1197","ksm001MonitoringSite","vendor",5,0.003,0.008,0.014,0.004,-1,20,1019,2,2,2
"1198","ksm001MonitoringSite","vendor",2,0.002576,0.00644,0.011592,0.004,-3,12,1035,3,1,0
"1199","ksm001MonitoringSite","river",2,6.571,7.407,8.242,1.181,0,20,910,3,0,3
"1200","ksm001MonitoringSite","Tap",1,0.007728,0.007728,0.007728,NA,0,10,962,2,2,1
"1201","ksm001MonitoringSite","vendor",3,0.028,0.034,0.042,0.007,-5,25,985,1,0,0
"1202","ksm001MonitoringSite","borehole",2,0.003864,0.185472,0.36708,0.199,-5,2,1031,3,3,2
"1203","ksm001MonitoringSite","Tap",2,0.02576,0.055384,0.085008,0.032,4,16,970,1,2,1
"1204","ksm001MonitoringSite","Tap",16,6.8,9.4375,12.6,1.8747,3,25,1036,1,3,2
"1205","ksm001MonitoringSite","Tap",5,0.043,0.059,0.069,0.011,-6,28,1109,3,3,3
"1206","ksm001MonitoringSite","river",1,0.0157,0.0157,0.0157,0,6,17,951,3,1,5
"1207","ksm001MonitoringSite","borehole",2,73.1667,81.8333,90.5,12.2565,-5,9,1067,0,2,2
"1208","ksm001MonitoringSite","river",2,82.333,84.533,86.733,3.111,-6,27,925,3,2,0
"1209","ksm001MonitoringSite","river",5,2.96,5.316,7.2,1.824,-2,9,1033,0,1,1
"1210","ksm001MonitoringSite","vendor",4,0.008,0.0088,0.01,8e-04,-4,24,1001,2,0,4
"1211","ksm001MonitoringSite","river",3,79.2,90.266,98.8,10.042,6,8,993,2,2,5
"1212","ksm001MonitoringSite","river",7,7.55,8.91,10.15,0.993,-3,25,1004,0,2,0
"1213","ksm001MonitoringSite","Tap",2,7.32,9.131,10.942,2.561,2,22,1012,1,0,3
"1214","ksm001MonitoringSite","vendor",19,0,30.608,79.333,29.813,6,9,1014,3,0,1
"1215","ksm001MonitoringSite","river",2,62.857,63.414,63.971,0.787,-5,13,1013,0,2,1
"1216","ksm001MonitoringSite","river",2,0.011,0.013,0.016,0.003,-7,26,936,1,2,0
"1217","ksm002MonitoringSite","river",1,6.5333,6.5333,6.5333,NA,1,11,970,3,0,3
"1218","ksm001MonitoringSite","vendor",1,5.05,5.05,5.05,NA,-2,14,1042,2,2,0
"1219","ksm001MonitoringSite","Tap",2,2.233,6.191,10.15,5.597,6,9,902,0,2,4
"1220","ksm002MonitoringSite","Tap",1,0.010304,0.010304,0.010304,NA,-7,26,934,1,0,3
"1221","ksm001MonitoringSite","Tap",2,0.019,0.019,0.02,0,3,27,959,0,0,2
"1222","ksm001MonitoringSite","vendor",2,0.006,0.006,0.006,0,7,9,1008,2,1,4
"1223","ksm001MonitoringSite","river",4,7.9,8.637,9.4,0.725,-2,22,986,0,3,4
"1224","ksm001MonitoringSite","Tap",6,9.7,10.5,11.6,0.8,-6,28,1065,2,1,1
"1225","ksm001MonitoringSite","river",6,6.2,7.508,8.94,1.047,0,25,1042,2,0,0
"1226","ksm001MonitoringSite","borehole",2,9.246,10.473,11.7,1.734,-4,4,922,3,1,1
"1227","ksm001MonitoringSite","river",4,37,45.641,58,9.092,-1,2,1010,2,3,2
"1228","ksm001MonitoringSite","borehole",5,0.004,0.004,0.005,0,-2,30,901,1,0,0
"1229","ksm001MonitoringSite","borehole",3,7.085,8.595,10.257,1.591,-2,14,924,0,0,4
"1230","ksm001MonitoringSite","river",4,0.012,0.014,0.017,0.002,5,20,1014,0,2,1
"1231","ksm001MonitoringSite","river",2,74.466,75.733,77,1.791,-6,24,922,3,2,5
"1232","ksm001MonitoringSite","borehole",2,0.002576,0.009016,0.016744,0.00742,-5,14,1019,1,1,3
"1233","ksm001MonitoringSite","Tap",4,0.003864,0.100464,0.319424,0.115,4,6,915,3,3,1
"1234","ksm001MonitoringSite","Tap",2,7.36,8.99,10.62,2.305,-4,13,947,3,0,1
"1235","ksm001MonitoringSite","Tap",8,6.9,8.886,11.6,1.66,-4,3,984,1,0,1
"1236","ksm001MonitoringSite","borehole",2,0.023184,0.034776,0.046368,0.012,-1,3,971,2,1,5
"1237","ksm001MonitoringSite","river",4,0.015,0.025,0.029,0.006,-6,14,938,3,3,1
"1238","ksm001MonitoringSite","vendor",4,0.003864,0.018032,0.046368,0.014,-2,14,1027,2,1,4
"1239","ksm001MonitoringSite","Tap",2,0.023,0.028,0.033,0.007,-5,17,937,2,0,3
"1240","ksm001MonitoringSite","river",1,69.5,69.5,69.5,NA,-1,30,917,3,1,5
"1241","ksm001MonitoringSite","vendor",2,9.3,9.35,9.4,0.07,-1,3,947,0,2,5
"1242","ksm001MonitoringSite","borehole",2,72.4,74.45,76.5,2.899,1,16,1090,1,2,2
"1243","ksm001MonitoringSite","river",2,0.024,0.024,0.025,0,6,18,944,3,0,5
"1244","ksm002MonitoringSite","Tap",2,45.666,66.666,87.666,29.698,0,8,926,1,2,5
"1245","ksm001MonitoringSite","vendor",3,9.046,9.662,10.892,1.064,-6,25,937,1,3,5
"1246","ksm001MonitoringSite","Tap",1,10.1667,10.1667,10.1667,NA,-7,21,1039,3,0,3
"1247","ksm001MonitoringSite","vendor",2,0.012,0.013,0.014,0.001,-2,5,952,1,2,0
"1248","ksm001MonitoringSite","Tap",2,0.008,0.018,0.028,0.014,-5,20,981,3,1,3
"1249","ksm001MonitoringSite","vendor",5,5.233,8.63,12.366,2.943,6,19,910,1,2,3
"1250","ksm001MonitoringSite","river",2,52,60.75,69.5,12.374,-1,21,934,3,0,4
"1251","ksm001MonitoringSite","Tap",2,7.65,7.841,8.033,0.271,-5,26,1079,3,2,2
"1252","ksm001MonitoringSite","Tap",3,0.001288,0.002576,0.003864,0.001,6,17,1031,3,0,5
"1253","ksm001MonitoringSite","borehole",2,76.375,76.875,77.375,0.707,-6,4,1008,2,1,1
"1254","ksm001MonitoringSite","Tap",4,0.019,0.03,0.042,0.009,-7,4,1018,1,3,2
"1255","ksm001MonitoringSite","Tap",1,90.75,90.75,90.75,0,-5,9,914,1,3,1
"1256","ksm001MonitoringSite","river",2,0.008,0.008,0.008,0,-1,11,1002,0,2,0
"1257","ksm001MonitoringSite","river",9,8.25,8.961,9.65,0.54,-3,12,981,2,1,5
"1258","ksm001MonitoringSite","vendor",2,75.375,80.062,84.75,6.629,-4,8,949,1,3,5
"1259","ksm001MonitoringSite","river",2,0.007,0.015,0.023,0.011,4,1,961,0,3,0
"1260","ksm001MonitoringSite","river",3,72,77.3833,84.4,6.3593,-6,18,1070,2,1,3
"1261","ksm001MonitoringSite","river",3,5.5,6.475,7.05,0.848,2,11,1039,3,0,3
